Artist,Chord Progression,Genre,Popularity,Song
Skid Row,"1,4,5",80s,70.0,I Remember You
Skid Row,"1,4,5",hair metal,70.0,I Remember You
Skid Row,"1,4,5",rock,70.0,I Remember You
Skid Row,"1,4,5",metal,70.0,I Remember You
Stephen,"1,4,5",indie,67.0,Crossfire
Stephen,"1,4,5",rock,67.0,Crossfire
Rudimental,"1,4,5",pop,55.0,Lay It All On Me
Rudimental,"1,4,5",synth,55.0,Lay It All On Me
Rudimental,"1,4,5",holiday,55.0,Lay It All On Me
Rick Springfield,"1,4,5",80s,33.0,Human Touch
Rick Springfield,"1,4,5",rock,33.0,Human Touch
Rick Springfield,"1,4,5",pop,33.0,Human Touch
Rick Springfield,"1,4,5",rick springfield-human touch,33.0,Human Touch
Rick Springfield,"1,4,5",classic rock,33.0,Human Touch
GFriend,"1,4,5",pop,64.0,Me Gustas Tu
GFriend,"1,4,5",Kpop,64.0,Me Gustas Tu
GFriend,"1,4,5",heavy metal,64.0,Me Gustas Tu
GFriend,"1,4,5",dance-pop,64.0,Me Gustas Tu
GFriend,"1,4,5",Korean,64.0,Me Gustas Tu
Houndmouth,"1,4,5",american,70.0,Sedona
Houndmouth,"1,4,5",folk rock,70.0,Sedona
Houndmouth,"1,4,5",indie,70.0,Sedona
Houndmouth,"1,4,5",alternative,70.0,Sedona
Houndmouth,"1,4,5",places,70.0,Sedona
Houndmouth,"1,4,5",as seen on TV,46.0,Say It
Tori Kelly,"1,4,5",american,59.0,Hollow
Tori Kelly,"1,4,5",2015 single,59.0,Hollow
Coldplay,"1,4,5",alternative rock,70.0,A Head Full Of Dreams
Coldplay,"1,4,5",british,70.0,A Head Full Of Dreams
Coldplay,"1,4,5",pop rock,70.0,A Head Full Of Dreams
Coldplay,"1,4,5",Awesome,70.0,A Head Full Of Dreams
Coldplay,"1,4,5",party,70.0,A Head Full Of Dreams
Eisley,"1,4,5",indie pop,21.0,Drink The Water
Eisley,"1,4,5",indie rock,21.0,Drink The Water
Eisley,"1,4,5",female vocalists,21.0,Drink The Water
Eisley,"1,4,5",Dreamy,21.0,Drink The Water
Eisley,"1,4,5",dream pop,21.0,Drink The Water
Blink 182,"1,4,5",punk rock,31.0,All The Small Things
Blink 182,"1,4,5",punk,31.0,All The Small Things
Blink 182,"1,4,5",rock,31.0,All The Small Things
Blink 182,"1,4,5",pop punk,31.0,All The Small Things
Blink 182,"1,4,5",Blink 182,31.0,All The Small Things
Renaud,"1,4,5",2002,62.0,Manhattan-Kaboul
Renaud,"1,4,5",rock,62.0,Manhattan-Kaboul
Renaud,"1,4,5",alternative,62.0,Manhattan-Kaboul
Renaud,"1,4,5",singer-songwriter,62.0,Manhattan-Kaboul
Renaud,"1,4,5",blues,62.0,Manhattan-Kaboul
Ryn Weaver,"1,4,5",wow,43.0,The Fool
Ryn Weaver,"1,4,5",godly,43.0,The Fool
Ryn Weaver,"1,4,5",slay me,43.0,The Fool
Ryn Weaver,"1,4,5",alternative,43.0,The Fool
Ryn Weaver,"1,4,5",female vocalists,43.0,The Fool
Tally Hall,"1,4,5",alternative,38.0,Haiku
Tally Hall,"1,4,5",indie,38.0,Haiku
Tally Hall,"1,4,5",quirky,38.0,Haiku
Tally Hall,"1,4,5",Mellow,38.0,Haiku
Tally Hall,"1,4,5",pop,38.0,Haiku
Fleetwood Mac,"1,4,5",classic rock,72.0,Gypsy
Fleetwood Mac,"1,4,5",Fleetwood Mac,72.0,Gypsy
Fleetwood Mac,"1,4,5",80s,72.0,Gypsy
Fleetwood Mac,"1,4,5",rock,72.0,Gypsy
Fleetwood Mac,"1,4,5",pop,72.0,Gypsy
Juice Newton,"1,4,5",80s,16.0,Angel Of The Morning
Juice Newton,"1,4,5",female vocalists,16.0,Angel Of The Morning
Juice Newton,"1,4,5",country,16.0,Angel Of The Morning
Juice Newton,"1,4,5",soft rock,16.0,Angel Of The Morning
Juice Newton,"1,4,5",juice newton,16.0,Angel Of The Morning
The Weepies,"1,4,5",christmas,35.0,All That I Want
The Weepies,"1,4,5",folk,35.0,All That I Want
The Weepies,"1,4,5",gossip girl,35.0,All That I Want
The Weepies,"1,4,5",holiday,35.0,All That I Want
The Weepies,"1,4,5",acoustic,35.0,All That I Want
Fleet Foxes,"1,4,5",folk,52.0,Tiger Mountain Peasant Song
Fleet Foxes,"1,4,5",acoustic,52.0,Tiger Mountain Peasant Song
Fleet Foxes,"1,4,5",indie,52.0,Tiger Mountain Peasant Song
Fleet Foxes,"1,4,5",alternative,52.0,Tiger Mountain Peasant Song
Fleet Foxes,"1,4,5",rock,52.0,Tiger Mountain Peasant Song
They Might Be Giants,"1,4,5",alternative,45.0,Don't Let's Start
They Might Be Giants,"1,4,5",rock,45.0,Don't Let's Start
They Might Be Giants,"1,4,5",80s,45.0,Don't Let's Start
They Might Be Giants,"1,4,5",tmbg,45.0,Don't Let's Start
They Might Be Giants,"1,4,5",quirky,45.0,Don't Let's Start
Petula Clark,"1,4,5",60s,58.0,Downtown
Petula Clark,"1,4,5",oldies,58.0,Downtown
Petula Clark,"1,4,5",female vocalists,58.0,Downtown
Petula Clark,"1,4,5",pop,58.0,Downtown
Petula Clark,"1,4,5",lost,58.0,Downtown
Daniel Boone,"1,4,5",70s,48.0,Beautiful Sunday
Daniel Boone,"1,4,5",pop,48.0,Beautiful Sunday
Daniel Boone,"1,4,5",oldies,48.0,Beautiful Sunday
Daniel Boone,"1,4,5",oldie,48.0,Beautiful Sunday
Daniel Boone,"1,4,5",beautiful sunday,48.0,Beautiful Sunday
Blondie,"1,4,5",new wave,45.0,Sunday Girl
Blondie,"1,4,5",80s,45.0,Sunday Girl
Blondie,"1,4,5",pop,45.0,Sunday Girl
Blondie,"1,4,5",rock,45.0,Sunday Girl
Blondie,"1,4,5",female vocalists,45.0,Sunday Girl
The Kinks,"1,4,5",60s,64.0,Strangers
The Kinks,"1,4,5",classic rock,64.0,Strangers
The Kinks,"1,4,5",rock,64.0,Strangers
The Kinks,"1,4,5",the darjeeling limited,64.0,Strangers
The Kinks,"1,4,5",Wes Anderson,64.0,Strangers
Rilo Kiley,"1,4,5",indie,42.0,Breakin' Up
Rilo Kiley,"1,4,5",female vocalists,42.0,Breakin' Up
Rilo Kiley,"1,4,5",indie pop,42.0,Breakin' Up
Rilo Kiley,"1,4,5",pop,42.0,Breakin' Up
Rilo Kiley,"1,4,5",alternative,42.0,Breakin' Up
Toby Fox,"1,4,5",cancer,50.0,Dogsong
Derrick Harriott,"1,4,5",reggae,34.0,Let Me Down Easy
Derrick Harriott,"1,4,5",dub,34.0,Let Me Down Easy
Derrick Harriott,"1,4,5",roots reggae,34.0,Let Me Down Easy
Derrick Harriott,"1,4,5",rocksteady,34.0,Let Me Down Easy
Derrick Harriott,"1,4,5",ska,34.0,Let Me Down Easy
Unknown Mortal Orchestra,"1,4,5",indie,66.0,Multi-Love
Unknown Mortal Orchestra,"1,4,5",electronic,66.0,Multi-Love
Unknown Mortal Orchestra,"1,4,5",2015,66.0,Multi-Love
Unknown Mortal Orchestra,"1,4,5",Psychedelic Rock,66.0,Multi-Love
Unknown Mortal Orchestra,"1,4,5",electro-funk,66.0,Multi-Love
Dario G,"1,4,5",dance,51.0,Sunchyme
Dario G,"1,4,5",90s,51.0,Sunchyme
Dario G,"1,4,5",summer,51.0,Sunchyme
Dario G,"1,4,5",electronic,51.0,Sunchyme
Dario G,"1,4,5",pop,51.0,Sunchyme
Seinabo Sey,"1,4,5",Background,51.0,Younger
Seinabo Sey,"1,4,5",chilled dance,51.0,Younger
Seinabo Sey,"1,4,5",soul,51.0,Younger
Seinabo Sey,"1,4,5",alternative,51.0,Younger
Seinabo Sey,"1,4,5",swedish,51.0,Younger
Cyndi Lauper,"1,4,5",80s,70.0,True Colors
Cyndi Lauper,"1,4,5",pop,70.0,True Colors
Cyndi Lauper,"1,4,5",female vocalists,70.0,True Colors
Cyndi Lauper,"1,4,5",cyndi lauper,70.0,True Colors
Cyndi Lauper,"1,4,5",Love,70.0,True Colors
CHVRCHES,"1,4,5",electronic,55.0,Leave a Trace
CHVRCHES,"1,4,5",synthpop,55.0,Leave a Trace
CHVRCHES,"1,4,5",electropop,55.0,Leave a Trace
CHVRCHES,"1,4,5",dreamwave,55.0,Leave a Trace
CHVRCHES,"1,4,5",indie,55.0,Leave a Trace
Duran Duran,"1,4,5",80s,68.0,Come Undone
Duran Duran,"1,4,5",new wave,68.0,Come Undone
Duran Duran,"1,4,5",pop,68.0,Come Undone
Duran Duran,"1,4,5",90s,68.0,Come Undone
Duran Duran,"1,4,5",rock,68.0,Come Undone
No Doubt,"1,4,5",ska,60.0,Underneath It All
No Doubt,"1,4,5",pop,60.0,Underneath It All
No Doubt,"1,4,5",reggae,60.0,Underneath It All
No Doubt,"1,4,5",alternative,60.0,Underneath It All
No Doubt,"1,4,5",female vocalists,60.0,Underneath It All
Vampire Weekend,"1,4,5",indie rock,57.0,Cape Cod Kwassa Kwassa
Vampire Weekend,"1,4,5",indie,57.0,Cape Cod Kwassa Kwassa
Vampire Weekend,"1,4,5",indie pop,57.0,Cape Cod Kwassa Kwassa
Vampire Weekend,"1,4,5",afro-beat,57.0,Cape Cod Kwassa Kwassa
Vampire Weekend,"1,4,5",summer,57.0,Cape Cod Kwassa Kwassa
Donna Lewis,"1,4,5",pop,72.0,I Love You Always Forever
Donna Lewis,"1,4,5",90s,72.0,I Love You Always Forever
Donna Lewis,"1,4,5",female vocalists,72.0,I Love You Always Forever
Donna Lewis,"1,4,5",Love,72.0,I Love You Always Forever
Donna Lewis,"1,4,5",british,72.0,I Love You Always Forever
Red Hot Chili Peppers,"1,4,5",alternative rock,66.0,Goodbye Angels
Red Hot Chili Peppers,"1,4,5",Funk Rock,66.0,Goodbye Angels
Red Hot Chili Peppers,"1,4,5",pop rock,66.0,Goodbye Angels
Red Hot Chili Peppers,"1,4,5",rock,66.0,Goodbye Angels
Red Hot Chili Peppers,"1,4,5",alternative,66.0,Goodbye Angels
Blink-182,"1,4,5",punk rock,64.0,She's Out Of Her Mind
Blink-182,"1,4,5",pop punk,64.0,She's Out Of Her Mind
Blink-182,"1,4,5",2010s,64.0,She's Out Of Her Mind
Blink-182,"1,4,5",2016,64.0,She's Out Of Her Mind
Blink-182,"1,4,5",punk rock,47.0,Teenage Satellites
Blink-182,"1,4,5",rock,47.0,Teenage Satellites
Blink-182,"1,4,5",punk,47.0,Teenage Satellites
Blink-182,"1,4,5",alternative,47.0,Teenage Satellites
Blink-182,"1,4,5",pop punk,47.0,Teenage Satellites
Counting Crows,"1,4,6,5",rock,50.0,Anna Begins
Counting Crows,"1,4,6,5",alternative rock,50.0,Anna Begins
Counting Crows,"1,4,6,5",90s,50.0,Anna Begins
Counting Crows,"1,4,6,5",Mellow,50.0,Anna Begins
Counting Crows,"1,4,6,5",counting crows,50.0,Anna Begins
Demi Lovato,"1,4,6,5",pop,68.0,Skyscraper
Demi Lovato,"1,4,6,5",Ballad,68.0,Skyscraper
Demi Lovato,"1,4,6,5",Demi Lovato,68.0,Skyscraper
Demi Lovato,"1,4,6,5",female vocalists,68.0,Skyscraper
Demi Lovato,"1,4,6,5",inspirational,68.0,Skyscraper
Fine Young Cannibals,"1,4,6,5",80s,73.0,She Drives Me Crazy
Fine Young Cannibals,"1,4,6,5",pop,73.0,She Drives Me Crazy
Fine Young Cannibals,"1,4,6,5",new wave,73.0,She Drives Me Crazy
Fine Young Cannibals,"1,4,6,5",rock,73.0,She Drives Me Crazy
Fine Young Cannibals,"1,4,6,5",british,73.0,She Drives Me Crazy
Kelly Clarkson,"1,4,6,5",pop,67.0,Breakaway
Kelly Clarkson,"1,4,6,5",Kelly Clarkson,67.0,Breakaway
Kelly Clarkson,"1,4,6,5",female vocalists,67.0,Breakaway
Kelly Clarkson,"1,4,6,5",pop rock,67.0,Breakaway
Kelly Clarkson,"1,4,6,5",rock,67.0,Breakaway
Taio Cruz,"1,4,6,5",dance,72.0,Dynamite
Taio Cruz,"1,4,6,5",pop,72.0,Dynamite
Taio Cruz,"1,4,6,5",Dynamite,72.0,Dynamite
Taio Cruz,"1,4,6,5",taio cruz,72.0,Dynamite
Taio Cruz,"1,4,6,5",2010,72.0,Dynamite
Taylor Swift,"1,4,6,5",country,56.0,Stay Stay Stay
Taylor Swift,"1,4,6,5",taylor swift,56.0,Stay Stay Stay
Taylor Swift,"1,4,6,5",pop,56.0,Stay Stay Stay
Taylor Swift,"1,4,6,5",female vocalists,56.0,Stay Stay Stay
Taylor Swift,"1,4,6,5",country pop,56.0,Stay Stay Stay
Cher Lloyd feat Becky G,"1,4,6,5",female vocalists,58.0,Oath
Cher Lloyd feat Becky G,"1,4,6,5",cher lloyd,58.0,Oath
Cher Lloyd feat Becky G,"1,4,6,5",electronic,58.0,Oath
Cher Lloyd feat Becky G,"1,4,6,5",pop,58.0,Oath
Cher Lloyd feat Becky G,"1,4,6,5",british,58.0,Oath
Wiz Khalifa,"1,4,6,5",Hip-Hop,67.0,No Sleep
Wiz Khalifa,"1,4,6,5",Wiz Khalifa,67.0,No Sleep
Wiz Khalifa,"1,4,6,5",rap,67.0,No Sleep
Wiz Khalifa,"1,4,6,5",summer,67.0,No Sleep
Wiz Khalifa,"1,4,6,5",No Sleep,67.0,No Sleep
Matchbox 20,"1,4,6,5",rock,65.0,Unwell
Matchbox 20,"1,4,6,5",alternative,65.0,Unwell
Matchbox 20,"1,4,6,5",alternative rock,65.0,Unwell
Matchbox 20,"1,4,6,5",pop rock,65.0,Unwell
Matchbox 20,"1,4,6,5",pop,65.0,Unwell
Boston,"1,4,6,5",classic rock,80.0,More Than A Feeling
Boston,"1,4,6,5",rock,80.0,More Than A Feeling
Boston,"1,4,6,5",70s,80.0,More Than A Feeling
Boston,"1,4,6,5",boston,80.0,More Than A Feeling
Boston,"1,4,6,5",80s,80.0,More Than A Feeling
Sean Paul,"1,4,6,5",2013,54.0,Other Side Of Love
Sean Paul,"1,4,6,5",pop,54.0,Other Side Of Love
Sean Paul,"1,4,6,5",Sean Paul,54.0,Other Side Of Love
Sean Paul,"1,4,6,5",2013 single,54.0,Other Side Of Love
Sean Paul,"1,4,6,5",hip hop,54.0,Other Side Of Love
Celine Dion,"1,4,6,5",pop,67.0,That's the Way It Is
Celine Dion,"1,4,6,5",Celine Dion,67.0,That's the Way It Is
Celine Dion,"1,4,6,5",female vocalists,67.0,That's the Way It Is
Celine Dion,"1,4,6,5",90s,67.0,That's the Way It Is
Celine Dion,"1,4,6,5",Canadian,67.0,That's the Way It Is
The Shins,"1,4,6,5",indie,73.0,New Slang
The Shins,"1,4,6,5",Mellow,73.0,New Slang
The Shins,"1,4,6,5",Garden State,73.0,New Slang
The Shins,"1,4,6,5",indie rock,73.0,New Slang
The Shins,"1,4,6,5",Soundtrack,73.0,New Slang
The Lumineers,"1,4,6,5",indie,71.0,Ho Hey
The Lumineers,"1,4,6,5",folk,71.0,Ho Hey
The Lumineers,"1,4,6,5",alternative,71.0,Ho Hey
The Lumineers,"1,4,6,5",folk rock,71.0,Ho Hey
The Lumineers,"1,4,6,5",Love,71.0,Ho Hey
Carolina Liar,"1,4,6,5",alternative rock,65.0,Show Me What I'm Looking For
Carolina Liar,"1,4,6,5",rock,65.0,Show Me What I'm Looking For
Carolina Liar,"1,4,6,5",alternative,65.0,Show Me What I'm Looking For
Carolina Liar,"1,4,6,5",Love,65.0,Show Me What I'm Looking For
Carolina Liar,"1,4,6,5",carolina liar,65.0,Show Me What I'm Looking For
M83,"1,4,6,5",electronic,72.0,Midnight City
M83,"1,4,6,5",indie,72.0,Midnight City
M83,"1,4,6,5",electropop,72.0,Midnight City
M83,"1,4,6,5",electro,72.0,Midnight City
M83,"1,4,6,5",catchy,72.0,Midnight City
Helloween,"1,4,6,5",Power metal,21.0,Don't stop being crazy
Helloween,"1,4,6,5",metal,21.0,Don't stop being crazy
Helloween,"1,4,6,5",heavy metal,21.0,Don't stop being crazy
Helloween,"1,4,6,5",Helloween,21.0,Don't stop being crazy
Helloween,"1,4,6,5",hard rock,21.0,Don't stop being crazy
The Killers,"1,4,6,5",rock,79.0,Mr Brightside
The Killers,"1,4,6,5",indie,79.0,Mr Brightside
The Killers,"1,4,6,5",indie rock,79.0,Mr Brightside
The Killers,"1,4,6,5",alternative,79.0,Mr Brightside
The Killers,"1,4,6,5",alternative rock,79.0,Mr Brightside
Relient K,"1,4,6,5",christian rock,37.0,Forgiven
Relient K,"1,4,6,5",rock,37.0,Forgiven
Relient K,"1,4,6,5",christian,37.0,Forgiven
Relient K,"1,4,6,5",pop punk,37.0,Forgiven
Relient K,"1,4,6,5",punk,37.0,Forgiven
Max Richter,"1,4,6,5",Classical,55.0,On the Nature of Daylight
Max Richter,"1,4,6,5",ambient,55.0,On the Nature of Daylight
Max Richter,"1,4,6,5",instrumental,55.0,On the Nature of Daylight
Max Richter,"1,4,6,5",contemporary classical,55.0,On the Nature of Daylight
Max Richter,"1,4,6,5",beautiful,55.0,On the Nature of Daylight
One Republic,"1,4,6,5",alternative,73.0,Good Life
One Republic,"1,4,6,5",rock,73.0,Good Life
One Republic,"1,4,6,5",OneRepublic,73.0,Good Life
One Republic,"1,4,6,5",pop,73.0,Good Life
One Republic,"1,4,6,5",happy,73.0,Good Life
The All-American Rejects,"1,4,6,5",rock,72.0,Dirty Little Secret
The All-American Rejects,"1,4,6,5",alternative,72.0,Dirty Little Secret
The All-American Rejects,"1,4,6,5",pop punk,72.0,Dirty Little Secret
The All-American Rejects,"1,4,6,5",punk,72.0,Dirty Little Secret
The All-American Rejects,"1,4,6,5",emo,72.0,Dirty Little Secret
Citizens,"1,4,6,5",mars hill,49.0,Made Alive
Tom Waits,"1,4,6,5",blues,57.0,Martha
Tom Waits,"1,4,6,5",singer-songwriter,57.0,Martha
Tom Waits,"1,4,6,5",piano,57.0,Martha
Tom Waits,"1,4,6,5",Tom Waits,57.0,Martha
Tom Waits,"1,4,6,5",rock,57.0,Martha
Florida Georgia Line,"1,4,6,5",country,64.0,Dirt
Florida Georgia Line,"1,4,6,5",modern country,64.0,Dirt
Florida Georgia Line,"1,4,6,5",10s,64.0,Dirt
Florida Georgia Line,"1,4,6,5",billboard,64.0,Dirt
Florida Georgia Line,"1,4,6,5",2014,64.0,Dirt
Daughter,"1,4,6,5",indie,66.0,Youth
Daughter,"1,4,6,5",indie folk,66.0,Youth
Daughter,"1,4,6,5",alternative,66.0,Youth
Daughter,"1,4,6,5",folk,66.0,Youth
Daughter,"1,4,6,5",LastfmSC,66.0,Youth
John Mayer,"1,4,6,5",acoustic,63.0,Say
John Mayer,"1,4,6,5",john mayer,63.0,Say
John Mayer,"1,4,6,5",pop,63.0,Say
John Mayer,"1,4,6,5",Soundtrack,63.0,Say
John Mayer,"1,4,6,5",singer-songwriter,63.0,Say
Foreigner,"1,4,6,5",80s,36.0,I Want To Know What Love Is
Foreigner,"1,4,6,5",classic rock,36.0,I Want To Know What Love Is
Foreigner,"1,4,6,5",rock,36.0,I Want To Know What Love Is
Foreigner,"1,4,6,5",Foreigner,36.0,I Want To Know What Love Is
Foreigner,"1,4,6,5",Love,36.0,I Want To Know What Love Is
Ingrid Michaelson,"1,4,6,5",pop,62.0,Girls Chase Boys
Ingrid Michaelson,"1,4,6,5",female vocalists,62.0,Girls Chase Boys
Ingrid Michaelson,"1,4,6,5",catchy,62.0,Girls Chase Boys
Ingrid Michaelson,"1,4,6,5",2014,62.0,Girls Chase Boys
Ingrid Michaelson,"1,4,6,5",best of 2014,62.0,Girls Chase Boys
The Lumineers,"1,4,6,5",folk,67.0,Stubborn Love
The Lumineers,"1,4,6,5",indie,67.0,Stubborn Love
The Lumineers,"1,4,6,5",acoustic,67.0,Stubborn Love
The Lumineers,"1,4,6,5",folk rock,67.0,Stubborn Love
The Lumineers,"1,4,6,5",indie folk,67.0,Stubborn Love
Ariana Grande,"1,4,6,5",christmas,72.0,Santa Tell Me
Ariana Grande,"1,4,6,5",pop,72.0,Santa Tell Me
Ariana Grande,"1,4,6,5",love at first listen,72.0,Santa Tell Me
Ariana Grande,"1,4,6,5",hino,72.0,Santa Tell Me
Ariana Grande,"1,4,6,5",Ariana Grande,72.0,Santa Tell Me
GRL,"1,4,6,5",pop,68.0,Ugly Heart
GRL,"1,4,6,5",dance,68.0,Ugly Heart
GRL,"1,4,6,5",female vocalists,68.0,Ugly Heart
GRL,"1,4,6,5",2014 single,68.0,Ugly Heart
GRL,"1,4,6,5",feel good,68.0,Ugly Heart
Scott Grimes,"1,4,6,5",rock,19.0,Livin' On The Run
Scott Grimes,"1,4,6,5",pesen 1,19.0,Livin' On The Run
Ariana Grande,"1,4,6,5",pop,82.0,One Last Time
Ariana Grande,"1,4,6,5",2014,82.0,One Last Time
Ariana Grande,"1,4,6,5",sad,82.0,One Last Time
Ariana Grande,"1,4,6,5",female vocalists,82.0,One Last Time
Ariana Grande,"1,4,6,5",heartbreak,82.0,One Last Time
Twenty One Pilots,"1,4,6,5",alternative,73.0,House Of Gold
Twenty One Pilots,"1,4,6,5",folk,73.0,House Of Gold
Twenty One Pilots,"1,4,6,5",indie pop,73.0,House Of Gold
Twenty One Pilots,"1,4,6,5",electronic,73.0,House Of Gold
Twenty One Pilots,"1,4,6,5",indie,73.0,House Of Gold
Imagine Dragons,"1,4,6,5",alternative,64.0,I Bet My Life
Imagine Dragons,"1,4,6,5",rock,64.0,I Bet My Life
Imagine Dragons,"1,4,6,5",pop,64.0,I Bet My Life
Imagine Dragons,"1,4,6,5",upbeat,64.0,I Bet My Life
Imagine Dragons,"1,4,6,5",indie rock,64.0,I Bet My Life
Pink Floyd,"1,4,6,5",Progressive rock,57.0,Lost For Words
Pink Floyd,"1,4,6,5",rock,57.0,Lost For Words
Pink Floyd,"1,4,6,5",Psychedelic Rock,57.0,Lost For Words
Pink Floyd,"1,4,6,5",classic rock,57.0,Lost For Words
Pink Floyd,"1,4,6,5",Pink Floyd,57.0,Lost For Words
Lucky Boys Confusion,"1,4,6,5",USA,26.0,Bossman
Lucky Boys Confusion,"1,4,6,5",ska,26.0,Bossman
Lucky Boys Confusion,"1,4,6,5",poppy,26.0,Bossman
Lucky Boys Confusion,"1,4,6,5",2000s,26.0,Bossman
Lucky Boys Confusion,"1,4,6,5",party song,26.0,Bossman
Sara Bareilles,"1,4,6,5",pop,72.0,Brave
Sara Bareilles,"1,4,6,5",female vocalists,72.0,Brave
Sara Bareilles,"1,4,6,5",singer-songwriter,72.0,Brave
Sara Bareilles,"1,4,6,5",inspirational,72.0,Brave
Sara Bareilles,"1,4,6,5",inspiring,72.0,Brave
Sia,"1,4,6,5",pop,66.0,Alive
Sia,"1,4,6,5",female,66.0,Alive
Sia,"1,4,6,5",amazing,66.0,Alive
Sia,"1,4,6,5",Ballad,66.0,Alive
Sia,"1,4,6,5",boring,66.0,Alive
Robyn,"1,4,6,5",pop,56.0,Call Your Girlfriend
Robyn,"1,4,6,5",electronic,56.0,Call Your Girlfriend
Robyn,"1,4,6,5",swedish,56.0,Call Your Girlfriend
Robyn,"1,4,6,5",dance,56.0,Call Your Girlfriend
Robyn,"1,4,6,5",female vocalists,56.0,Call Your Girlfriend
Zeds Dead,"1,4,6,5",this song rickrolled my heart,41.0,Hadouken
Zeds Dead,"1,4,6,5",helplessly dancing along,41.0,Hadouken
Demi Lovato,"1,4,6,5",pop,80.0,Stone Cold
Demi Lovato,"1,4,6,5",sad,80.0,Stone Cold
Demi Lovato,"1,4,6,5",<3,80.0,Stone Cold
Demi Lovato,"1,4,6,5",soul,80.0,Stone Cold
Demi Lovato,"1,4,6,5",Power ballad,80.0,Stone Cold
Adam Lambert,"1,4,6,5",pop,67.0,Whataya Want from Me
Adam Lambert,"1,4,6,5",rock,67.0,Whataya Want from Me
Adam Lambert,"1,4,6,5",Adam lambert,67.0,Whataya Want from Me
Adam Lambert,"1,4,6,5",American Idol,67.0,Whataya Want from Me
Adam Lambert,"1,4,6,5",american,67.0,Whataya Want from Me
Lord Huron,"1,4,6,5",pop,58.0,Love Like Ghosts
Lord Huron,"1,4,6,5",ghost,58.0,Love Like Ghosts
Lord Huron,"1,4,6,5",americana,61.0,Meet Me In The Woods
NONONO,"1,4,6,5",swedish,57.0,Pumpin Blood
NONONO,"1,4,6,5",indie pop,57.0,Pumpin Blood
NONONO,"1,4,6,5",electropop,57.0,Pumpin Blood
NONONO,"1,4,6,5",indie,57.0,Pumpin Blood
NONONO,"1,4,6,5",pop,57.0,Pumpin Blood
Jacob Sartorius,"1,4,6,5",Brutal Death Metal,53.0,Sweatshirt
Jacob Sartorius,"1,4,6,5",Flatulence,53.0,Sweatshirt
Jacob Sartorius,"1,4,6,5",edgy,53.0,Sweatshirt
Jacob Sartorius,"1,4,6,5",queer,53.0,Sweatshirt
Jacob Sartorius,"1,4,6,5",queercore,53.0,Sweatshirt
Greek Fire,"1,4,6,5",rock,48.0,Top Of The World
Greek Fire,"1,4,6,5",3 stars,48.0,Top Of The World
Greek Fire,"1,4,6,5",best songs of 2014,48.0,Top Of The World
Greek Fire,"1,4,6,5",3 and a half stars,48.0,Top Of The World
Greek Fire,"1,4,6,5",bighero6 trailer theme song,48.0,Top Of The World
Sheryl Crow,"1,4,6,5",female vocalists,62.0,Strong Enough
Sheryl Crow,"1,4,6,5",rock,62.0,Strong Enough
Sheryl Crow,"1,4,6,5",90s,62.0,Strong Enough
Sheryl Crow,"1,4,6,5",Sheryl Crow,62.0,Strong Enough
Sheryl Crow,"1,4,6,5",pop,62.0,Strong Enough
Blink-182,"1,4,6,5",pop punk,45.0,Even If She Falls
Blink-182,"1,4,6,5",alternative rock,45.0,Even If She Falls
Blink-182,"1,4,6,5",punk rock,45.0,Even If She Falls
Blink-182,"1,4,6,5",rock,45.0,Even If She Falls
Blink-182,"1,4,6,5",pop,45.0,Even If She Falls
Adele,"6,4,1,5",Adele,80.0,Someone Like You
Adele,"6,4,1,5",soul,80.0,Someone Like You
Adele,"6,4,1,5",piano,80.0,Someone Like You
Adele,"6,4,1,5",british,80.0,Someone Like You
Adele,"6,4,1,5",female vocals,80.0,Someone Like You
Avril Lavigne,"6,4,1,5",pop,74.0,Girlfriend
Avril Lavigne,"6,4,1,5",rock,74.0,Girlfriend
Avril Lavigne,"6,4,1,5",pop rock,74.0,Girlfriend
Avril Lavigne,"6,4,1,5",avril lavigne,74.0,Girlfriend
Avril Lavigne,"6,4,1,5",female vocalists,74.0,Girlfriend
Bruno Mars,"6,4,1,5",pop,76.0,Grenade
Bruno Mars,"6,4,1,5",Bruno Mars,76.0,Grenade
Bruno Mars,"6,4,1,5",rnb,76.0,Grenade
Bruno Mars,"6,4,1,5",male vocalists,76.0,Grenade
Bruno Mars,"6,4,1,5",Grenade,76.0,Grenade
Carly Rae Jepsen,"6,4,1,5",pop,69.0,Call Me Maybe
Carly Rae Jepsen,"6,4,1,5",dance,69.0,Call Me Maybe
Carly Rae Jepsen,"6,4,1,5",female vocalists,69.0,Call Me Maybe
Carly Rae Jepsen,"6,4,1,5",Canadian,69.0,Call Me Maybe
Carly Rae Jepsen,"6,4,1,5",Carly Rae Jepsen,69.0,Call Me Maybe
Carrie Underwood,"6,4,1,5",country,51.0,So Small
Carrie Underwood,"6,4,1,5",female vocalists,51.0,So Small
Carrie Underwood,"6,4,1,5",Carrie Underwood,51.0,So Small
Carrie Underwood,"6,4,1,5",pop,51.0,So Small
Carrie Underwood,"6,4,1,5",so small,51.0,So Small
Flo Rida,"6,4,1,5",Hip-Hop,76.0,Whistle
Flo Rida,"6,4,1,5",Flo Rida,76.0,Whistle
Flo Rida,"6,4,1,5",pop,76.0,Whistle
Flo Rida,"6,4,1,5",2012,76.0,Whistle
Flo Rida,"6,4,1,5",dance,76.0,Whistle
